sexo,educacao,estado_civil,idade,vl_fatura,inadimplente
2,2,2,23,1100.0,0
2,1,2,29,3508.0,0
2,2,1,37,191816.0,0
1,2,1,59,19791.0,0
1,2,2,33,164377.0,0
2,3,1,51,2125.0,0
1,1,1,27,0.0,1
2,2,1,32,79069.0,0
2,3,2,42,90193.0,0
1,2,2,39,2628.0,0
2,2,1,46,107940.0,0
1,1,1,41,19939.0,0
2,2,2,30,105573.0,0
2,1,1,34,488.0,1
1,1,2,35,2261.0,0
1,1,2,41,2367.0,1
1,1,2,43,-2.0,1
1,2,2,47,772.0,0
1,2,2,31,31647.0,0
1,2,2,30,22913.0,0
1,2,2,24,6187.0,0
1,1,1,36,266669.0,0
1,1,2,28,0.0,0
2,1,1,36,1324.0,0
2,2,1,27,14774.0,0
2,2,1,32,54024.0,0
1,1,1,42,10492.0,1
2,2,1,33,101597.0,0
2,3,1,39,14809.0,1
2,1,3,30,-1.0,0
1,2,1,30,72267.0,1
2,2,2,22,18233.0,0
1,2,2,25,0.0,1
1,1,2,28,390.0,0
1,2,2,26,5487.0,1
2,3,1,54,145738.0,0
2,1,2,24,60883.0,0
1,2,2,29,30558.0,0
1,1,2,36,27911.0,1
1,3,1,49,40656.0,0
2,1,2,23,18273.0,0
1,3,2,43,1212.0,1
2,2,1,33,40805.0,0
1,3,1,53,0.0,0
2,2,2,25,279503.0,0
1,3,1,54,53143.0,0
2,3,1,39,31276.0,0
2,1,1,44,431.0,1
2,2,2,27,63655.0,0
2,1,2,25,0.0,1
2,1,2,29,0.0,1
1,1,2,39,0.0,0
1,1,1,45,46383.0,0
1,1,1,38,0.0,1
2,2,2,23,500.0,1
1,2,2,25,88802.0,0
1,2,1,29,101299.0,0
2,2,1,28,3632.0,0
2,2,1,40,780.0,0
1,1,2,36,0.0,1
2,3,2,30,0.0,1
1,1,2,29,1744.0,0
2,2,2,36,980.0,0
2,2,1,37,135242.0,0
1,2,2,34,51224.0,0
2,1,2,27,0.0,0
1,1,2,31,132964.0,0
2,1,1,31,-2303.0,0
1,1,2,38,12415.0,0
1,2,2,36,29757.0,0
1,1,1,46,-16.0,0
2,1,1,36,92394.0,0
2,1,2,26,11855.0,1
2,3,2,57,92425.0,1
2,3,1,40,1744.0,0
2,3,0,45,0.0,0
1,1,3,57,62495.0,0
2,2,2,25,57663.0,0
2,3,1,37,41150.0,0
2,1,1,35,14527.0,0
1,2,2,33,5104.0,0
1,1,1,38,129870.0,0
1,2,2,31,765.0,0
2,1,2,41,1990.0,0
1,1,2,33,4577.0,0
2,2,1,67,26855.0,1
2,1,1,40,130.0,0
1,1,2,33,600.0,0
2,1,2,31,326.0,1
2,2,2,35,71887.0,0
2,2,3,39,0.0,0
1,2,2,27,49764.0,1
1,1,2,23,78321.0,0
1,3,1,54,84598.0,1
2,3,2,23,17936.0,0
1,3,2,24,18804.0,0
1,2,2,26,0.0,0
2,2,2,52,2553.0,1
2,2,1,42,49470.0,0
2,1,2,36,67588.0,0
2,1,2,22,19994.0,1
2,1,2,23,13470.0,0
1,3,1,30,174107.0,1
2,3,2,24,47297.0,1
2,1,1,42,2165.0,0
1,2,1,49,17023.0,0
1,2,2,31,179.0,0
2,3,2,33,110059.0,0
1,1,1,42,0.0,0
1,3,2,41,50729.0,0
1,2,1,53,470.0,0
1,2,2,23,17532.0,0
2,1,2,33,49727.0,0
2,2,1,29,16666.0,0
2,3,1,67,2408.0,0
1,3,1,33,780.0,1
2,3,1,34,13338.0,1
1,2,1,49,5034.0,0
2,2,1,56,213604.0,1
1,1,1,42,23688.0,0
2,3,1,55,31098.0,1
2,2,1,25,139976.0,0
1,3,2,30,40388.0,0
1,2,2,43,291.0,1
1,1,2,40,326.0,0
2,1,2,35,38250.0,0
1,1,1,61,7411.0,0
2,2,1,44,780.0,1
1,1,2,33,3249.0,0
1,6,1,66,1451.0,0
2,2,2,40,-3.0,0
1,3,2,47,76728.0,0
1,1,2,27,183860.0,0
1,1,2,35,28506.0,0
2,3,1,47,316.0,0
2,3,1,39,1949.0,0
2,2,2,29,6182.0,0
1,2,1,32,10091.0,0
2,1,2,30,37131.0,0
2,1,2,25,49502.0,1
2,2,2,23,33931.0,0
2,2,1,43,103813.0,0
2,2,1,41,368043.0,1
2,2,1,40,0.0,0
2,3,1,35,26400.0,0
2,1,2,28,4381.0,0
2,2,2,38,26143.0,0
1,1,2,31,168505.0,0
1,3,1,29,194136.0,0
1,2,1,41,0.0,1
1,2,2,31,20051.0,0
1,1,2,29,237726.0,0
1,1,2,26,14415.0,0
1,1,1,42,2485.0,0
1,3,2,29,0.0,0
1,1,1,50,44197.0,0
2,3,2,46,241.0,1
2,2,2,24,28199.0,1
2,2,1,46,18196.0,0
2,3,2,28,5390.0,0
2,2,1,35,19600.0,1
2,1,1,40,0.0,0
2,1,1,41,0.0,0
2,2,1,47,346.0,0
1,2,1,54,30364.0,1
2,2,2,33,13325.0,0
1,2,2,29,88759.0,0
2,3,1,44,835.0,0
2,2,1,24,68399.0,0
1,1,2,33,8435.0,0
1,3,1,54,45581.0,0
1,1,2,27,11407.0,0
2,2,2,37,34638.0,1
1,1,2,24,0.0,0
2,3,1,54,-150.0,1
2,2,1,34,0.0,0
2,2,2,40,152361.0,1
1,2,2,30,1735.0,1
1,2,2,26,49980.0,0
2,2,1,41,5584.0,0
2,2,2,29,95630.0,0
1,1,1,38,0.0,0
2,1,2,35,11241.0,0
2,2,1,52,7399.0,0
2,1,2,29,0.0,0
2,2,2,23,48789.0,1
2,2,1,34,150514.0,1
2,2,2,34,8722.0,0
1,1,1,44,278436.0,0
2,2,1,36,34420.0,0
1,2,2,28,19554.0,0
2,2,2,31,29201.0,0
1,2,2,31,16526.0,0
1,2,1,41,19289.0,0
2,3,1,44,81977.0,0
2,3,2,47,95849.0,0
1,2,2,25,3314.0,0
2,1,2,25,19239.0,0
2,1,1,39,3388.0,0
2,2,1,24,5530.0,0
2,2,1,35,95951.0,1
1,2,1,32,141618.0,1
2,1,2,31,2400.0,1
1,1,2,33,8320.0,0
2,1,2,30,120586.0,0
1,2,1,52,0.0,0
2,2,1,36,396.0,0
1,1,2,30,130377.0,0
2,2,2,42,55176.0,1
2,1,2,30,249.0,0
1,3,1,47,9537.0,0
2,2,1,29,6532.0,0
2,1,2,23,3940.0,0
1,3,1,39,0.0,0
2,2,1,48,2360.0,0
1,2,2,26,79715.0,0
1,1,2,33,0.0,0
2,2,1,44,3273.0,0
2,2,1,36,37353.0,0
2,2,1,39,13021.0,0
1,2,2,24,0.0,0
2,2,2,25,91136.0,0
1,1,2,52,96495.0,0
2,3,1,59,10751.0,0
2,1,2,23,0.0,0
2,3,2,48,10949.0,0
2,1,2,28,16275.0,1
1,3,1,62,3932.0,0
2,3,1,38,8561.0,0
2,1,2,32,666.0,0
2,2,1,29,29707.0,1
1,2,2,25,12892.0,1
2,2,2,35,18089.0,0
2,2,2,27,70678.0,0
1,2,2,38,9554.0,0
1,2,2,24,18633.0,0
1,2,1,29,-200.0,0
2,1,2,27,305904.0,0
2,2,1,55,22694.0,1
2,1,2,29,192499.0,0
1,1,2,29,327929.0,0
1,2,2,23,0.0,0
1,2,1,30,930.0,1
2,2,1,50,760.0,0
2,2,1,38,18387.0,0
2,1,2,24,173246.0,0
2,1,2,29,0.0,0
1,1,2,38,62.0,0
2,2,2,34,3129.0,1
1,1,1,37,23670.0,0
2,3,1,66,97532.0,0
2,1,1,39,790.0,0
2,2,1,45,29033.0,0
1,2,1,44,4166.0,0
2,3,2,44,149349.0,1
1,1,1,36,0.0,0
2,3,1,40,4200.0,0
1,1,2,29,31728.0,0
2,1,2,48,186955.0,0
2,2,2,23,25421.0,0
2,2,1,50,103651.0,0
2,2,1,29,45685.0,1
2,3,1,49,25709.0,1
1,2,1,33,11818.0,0
2,2,1,51,60504.0,1
1,3,1,23,19554.0,1
2,1,1,37,175557.0,0
2,3,2,26,390.0,0
2,1,1,30,1650.0,1
2,3,1,26,39962.0,0
1,1,2,43,0.0,0
1,1,2,32,60929.0,0
1,3,1,54,2500.0,0
2,1,1,30,216912.0,0
2,1,2,22,10880.0,0
1,2,2,38,35229.0,0
2,2,2,24,17707.0,0
2,1,2,24,0.0,0
1,1,2,26,0.0,0
2,2,1,42,3935.0,1
1,2,2,21,0.0,0
1,3,2,22,0.0,1
2,3,1,41,1876.0,0
2,2,1,50,0.0,0
2,2,1,23,2269.0,1
1,3,2,46,16746.0,0
2,2,2,22,30125.0,1
1,1,2,37,164969.0,0
1,1,1,47,50424.0,0
2,2,1,40,326.0,0
2,1,2,30,264508.0,0
1,2,2,54,390.0,1
1,2,2,27,50514.0,1
1,1,1,33,7565.0,0
1,2,1,57,88094.0,1
2,2,1,35,396.0,0
1,1,1,45,0.0,0
2,3,1,32,11315.0,0
2,2,1,45,0.0,0
2,3,1,50,68621.0,1
1,3,2,35,9156.0,0
1,1,2,26,20699.0,0
1,1,1,39,86299.0,1
2,2,2,35,0.0,0
2,3,2,42,88898.0,0
2,1,1,52,2400.0,1
1,2,2,35,9233.0,0
2,1,2,29,0.0,1
2,1,2,22,18732.0,0
1,2,2,30,32630.0,0
1,1,1,46,53243.0,0
1,3,2,28,68223.0,0
1,1,2,26,416.0,0
2,1,2,28,9124.0,0
1,1,2,33,291.0,0
1,1,2,24,19066.0,0
1,1,2,37,52549.0,0
1,2,1,50,332270.0,1
1,2,1,44,27371.0,0
2,3,1,43,1414.0,1
1,2,2,29,118528.0,0
2,5,2,27,43264.0,0
2,2,1,32,217475.0,0
2,2,2,34,31873.0,0
1,2,2,37,19143.0,1
2,2,2,32,25933.0,0
2,3,1,57,49656.0,0
2,2,3,46,7628.0,0
2,1,1,53,9630.0,0
2,1,2,26,0.0,0
1,2,1,34,146379.0,0
1,1,2,26,982.0,1
2,2,1,54,0.0,0
1,3,2,26,32580.0,0
1,2,2,31,31337.0,0
2,2,2,30,2500.0,0
2,1,2,31,50896.0,0
1,1,2,34,150.0,0
2,5,2,36,98251.0,0
1,3,1,34,1047.0,0
2,2,2,26,25064.0,0
1,2,1,43,8074.0,0
2,2,1,29,48934.0,0
1,2,1,41,8294.0,0
2,3,1,48,0.0,1
2,2,2,24,96777.0,0
2,1,2,23,20235.0,0
2,3,1,53,15737.0,0
2,2,1,34,36870.0,0
2,2,2,36,3855.0,1
1,2,2,41,977.0,0
2,1,2,30,90573.0,0
1,2,2,29,40533.0,0
2,2,1,34,5076.0,0
2,1,2,29,21003.0,1
1,2,1,37,6979.0,1
1,3,2,36,33499.0,0
2,3,2,22,8613.0,1
2,3,2,30,25996.0,0
1,2,2,26,120550.0,1
1,2,2,25,10068.0,0
1,2,1,49,149941.0,0
2,1,2,23,690.0,0
2,2,1,28,780.0,0
2,2,2,24,8046.0,0
1,3,1,47,184650.0,0
1,2,1,31,33993.0,1
1,2,2,24,5200.0,0
1,2,2,32,28817.0,0
1,1,2,31,8310.0,0
2,1,1,37,4822.0,0
1,2,1,48,0.0,1
1,2,1,49,3312.0,0
1,3,1,45,27279.0,0
2,1,1,34,0.0,0
2,1,1,43,5922.0,0
2,1,2,31,17013.0,0
2,1,1,35,66677.0,0
2,1,1,42,207022.0,0
1,1,2,36,823.0,0
1,2,1,51,52689.0,0
1,3,1,48,316.0,0
1,2,1,48,122225.0,0
2,2,2,25,8820.0,0
1,2,1,41,112458.0,0
2,2,1,49,19809.0,0
1,1,2,28,0.0,0
2,2,2,28,0.0,0
2,2,1,38,0.0,1
1,2,1,41,4264.0,0
2,3,2,29,990.0,1
2,3,2,32,29151.0,0
2,2,2,26,46384.0,1
2,1,2,31,68071.0,0
2,1,2,23,0.0,0
2,3,1,53,0.0,1
2,3,2,49,22170.0,0
2,1,1,34,934.0,0
2,1,2,22,3450.0,1
2,2,2,26,8058.0,0
1,1,1,38,6709.0,1
2,1,2,35,82859.0,0
2,2,1,49,158866.0,0
1,1,2,40,341439.0,0
2,1,2,34,11860.0,0
2,2,2,49,1309.0,1
1,2,2,29,0.0,0
2,1,1,39,580.0,1
1,1,2,30,0.0,0
2,3,1,28,13793.0,0
2,2,1,27,0.0,0
2,3,1,38,16268.0,0
1,2,2,29,46998.0,0
2,2,1,22,0.0,1
1,1,1,41,186332.0,0
2,2,2,32,53100.0,0
2,2,2,30,0.0,0
2,1,2,29,0.0,0
2,2,1,37,132619.0,1
2,1,2,25,0.0,0
1,1,1,46,19629.0,0
2,2,1,47,20718.0,0
2,4,2,42,0.0,0
1,3,2,22,6967.0,1
2,2,2,27,130064.0,0
2,5,1,35,0.0,0
1,2,1,44,5694.0,0
2,2,2,30,15373.0,0
2,1,1,42,350.0,0
1,1,2,28,21460.0,0
1,2,2,24,7201.0,0
2,3,2,50,6832.0,0
2,2,1,54,2081.0,0
1,2,1,37,6186.0,0
1,1,1,58,129167.0,0
1,3,2,26,80138.0,0
2,2,1,31,58700.0,0
1,1,1,52,20582.0,0
2,1,2,36,43085.0,0
2,1,2,27,33262.0,0
2,3,1,22,20083.0,0
1,1,2,39,1486.0,0
1,1,2,36,18918.0,0
2,2,1,39,0.0,0
1,1,1,39,119147.0,0
2,2,2,22,16259.0,0
1,2,1,37,32232.0,1
2,1,2,30,145564.0,0
2,2,1,26,34615.0,0
2,1,2,23,15872.0,0
2,3,2,23,3441.0,0
2,1,2,35,3194.0,0
2,2,2,24,102460.0,1
2,2,1,35,3941.0,0
1,3,1,51,17895.0,0
2,1,2,23,7737.0,0
2,2,1,25,8370.0,0
1,2,1,36,29565.0,0
2,2,1,44,11848.0,1
1,1,2,33,542.0,0
2,1,1,36,-27.0,0
2,1,1,45,1230.0,1
2,1,2,26,2996.0,0
2,2,1,41,81569.0,0
2,2,2,25,128342.0,1
1,1,2,31,4964.0,0
2,2,2,45,416.0,0
1,3,1,58,863.0,0
1,2,1,38,-2000.0,0
1,2,1,30,5900.0,0
2,2,2,25,108306.0,0
2,1,2,25,39334.0,0
2,3,2,24,3926.0,0
2,1,2,29,1204.0,0
1,2,2,37,50296.0,0
1,3,2,27,10000.0,0
1,1,2,31,74900.0,0
2,2,2,28,11032.0,0
2,2,2,24,49699.0,0
2,3,2,27,0.0,0
2,1,2,33,19097.0,0
1,1,2,27,2551.0,0
1,1,2,42,1440.0,0
2,2,2,32,18806.0,0
2,1,1,37,83366.0,1
2,2,2,44,42393.0,0
2,1,1,29,8382.0,0
2,2,1,42,55797.0,1
1,2,2,32,182160.0,1
1,2,2,52,0.0,0
1,2,2,44,1748.0,0
1,1,2,31,36196.0,1
2,1,2,29,77270.0,1
1,2,2,33,206582.0,0
1,2,2,54,27380.0,0
2,2,2,23,73192.0,0
2,1,2,24,54366.0,0
2,1,1,33,11367.0,0
1,3,1,44,390.0,1
1,3,0,51,4430.0,0
1,1,2,24,32194.0,1
2,2,2,25,73444.0,0
2,1,1,37,292.0,1
2,2,2,23,12237.0,0
1,3,2,34,10188.0,0
2,3,1,50,31406.0,1
2,2,1,25,14132.0,0
2,1,2,33,3904.0,1
1,2,1,54,1924.0,0
1,2,2,25,17524.0,0
1,2,2,26,31061.0,0
1,2,1,32,19947.0,0
2,3,3,43,21949.0,0
1,2,1,42,6729.0,1
2,3,2,24,0.0,1
1,2,2,26,8963.0,0
2,2,1,37,1050.0,1
1,1,2,36,30486.0,0
2,1,2,27,143317.0,0
2,2,1,50,109839.0,0
2,2,2,24,34954.0,0
1,2,1,27,48170.0,0
2,1,2,23,0.0,1
2,2,1,39,148.0,0
1,1,1,39,0.0,0
2,3,2,29,500.0,1
1,1,1,45,25051.0,0
1,2,2,21,0.0,1
1,1,1,36,132118.0,0
1,2,2,39,326.0,0
2,3,2,29,110444.0,1
1,2,2,37,156769.0,0
1,2,2,26,6600.0,0
1,2,2,44,9070.0,0
2,1,2,30,0.0,1
1,1,2,31,1489.0,0
1,2,1,40,162785.0,0
2,1,2,25,0.0,0
2,2,1,36,106675.0,0
1,1,2,32,6594.0,0
2,1,2,22,27584.0,0
2,2,3,44,1800.0,1
1,1,2,32,43531.0,0
1,2,1,41,9079.0,0
1,1,2,28,44760.0,1
2,1,2,29,14528.0,1
2,4,2,28,41833.0,0
1,3,2,52,63419.0,0
2,3,2,48,39685.0,0
1,2,2,43,780.0,0
2,1,2,25,88283.0,0
1,2,1,36,12646.0,0
2,2,2,35,202686.0,1
2,2,1,34,37838.0,0
2,2,2,48,6671.0,0
1,1,2,27,0.0,0
2,2,1,43,15893.0,0
2,2,1,30,0.0,0
1,2,1,43,0.0,0
1,3,1,54,16609.0,0
2,2,1,39,12154.0,0
1,1,1,70,37063.0,0
2,1,2,24,341.0,0
2,2,1,30,2859.0,0
1,3,2,53,699944.0,0
2,1,1,27,50816.0,1
2,2,2,33,160769.0,0
1,3,1,34,19063.0,0
1,2,2,48,19404.0,0
2,3,2,33,960.0,1
2,2,2,24,16774.0,0
2,2,1,31,0.0,0
2,2,2,25,44305.0,0
1,3,1,49,191895.0,1
2,1,2,27,278260.0,0
1,2,1,39,129144.0,0
2,2,2,36,13586.0,0
1,2,2,40,10055.0,0
2,1,2,27,54261.0,0
2,1,2,27,30603.0,1
2,2,1,37,0.0,0
1,2,2,35,14518.0,0
2,2,1,25,70341.0,1
1,1,2,27,15119.0,0
1,1,2,38,-1914.0,0
2,2,1,50,275.0,0
2,1,2,32,0.0,0
2,1,1,34,6722.0,0
1,2,2,25,20474.0,0
2,1,2,29,69231.0,0
1,3,1,44,16855.0,0
1,3,1,48,27940.0,0
2,3,2,24,2201.0,0
2,3,1,27,630.0,0
2,2,2,25,776.0,1
2,3,2,28,80421.0,0
1,2,2,22,10727.0,1
1,3,2,22,0.0,0
2,3,1,30,117881.0,0
1,3,2,34,0.0,0
2,2,2,34,0.0,1
2,2,1,44,4243.0,1
1,1,2,32,-3.0,0
2,2,2,23,29896.0,0
2,1,2,42,3850.0,1
2,2,1,33,110730.0,0
1,2,1,48,111679.0,1
2,2,1,29,36849.0,0
2,3,3,47,13306.0,0
2,1,1,41,18149.0,0
1,1,2,28,36243.0,0
1,1,1,52,33887.0,1
1,1,2,37,29613.0,0
1,1,1,50,316.0,0
2,3,1,31,41269.0,1
2,3,1,38,116920.0,1
2,2,1,48,15155.0,0
2,1,2,34,0.0,0
1,2,2,44,101534.0,0
2,3,1,56,25555.0,0
2,1,1,30,70389.0,1
1,1,2,29,3512.0,0
2,2,1,37,42317.0,0
2,2,2,23,79113.0,0
2,1,1,27,0.0,0
2,2,2,23,5119.0,1
1,3,1,45,20890.0,0
1,2,1,33,13502.0,0
2,2,1,40,38957.0,0
1,1,2,24,30101.0,1
2,3,1,43,1823.0,0
2,2,2,25,86850.0,0
2,1,2,46,0.0,0
1,3,2,36,18272.0,0
2,1,1,36,581.0,0
2,2,1,38,970.0,0
2,2,1,42,42009.0,0
1,3,3,47,18827.0,0
2,3,2,40,8650.0,0
2,1,2,70,18612.0,0
2,2,1,32,0.0,0
1,3,2,52,900.0,0
2,1,1,49,100000.0,0
1,1,2,31,26439.0,0
2,2,2,36,201.0,0
2,2,1,50,49209.0,0
2,3,1,48,11127.0,0
2,2,2,33,20103.0,0
1,2,1,44,73369.0,0
1,1,2,35,5627.0,0
2,3,2,29,2900.0,0
2,2,1,35,181746.0,0
2,2,1,37,4840.0,0
2,1,2,29,90730.0,0
1,1,2,30,5621.0,0
1,1,2,33,9001.0,1
1,2,2,27,2116.0,0
2,1,1,31,0.0,0
2,3,2,53,60695.0,0
2,2,2,38,585.0,0
2,2,2,26,6011.0,0
2,2,2,26,16708.0,0
1,1,1,51,87549.0,1
2,1,1,37,56264.0,1
2,2,2,42,4635.0,0
2,2,1,43,85280.0,0
2,2,2,23,19472.0,0
2,3,1,30,2200.0,0
2,3,1,38,15538.0,0
2,1,1,35,0.0,1
1,2,1,44,149460.0,0
1,1,1,35,291.0,1
1,2,3,35,0.0,1
1,1,1,32,-2.0,0
2,2,2,25,161866.0,0
2,2,2,33,40281.0,1
2,1,2,26,1559.0,0
1,1,2,29,184230.0,0
2,1,2,26,16308.0,0
1,2,2,36,19950.0,0
1,1,2,37,36645.0,0
1,3,1,63,17263.0,1
2,3,1,48,43279.0,0
2,2,1,47,4225.0,1
2,3,1,31,95234.0,0
1,3,2,31,0.0,0
1,1,2,34,101834.0,0
2,1,1,43,37259.0,0
2,1,2,32,1460.0,0
2,1,2,38,518.0,0
2,2,1,50,42484.0,0
1,3,2,29,51431.0,0
1,2,1,49,20059.0,0
2,3,2,40,25557.0,0
2,1,2,34,36025.0,1
2,3,1,47,696.0,0
1,1,1,34,2154.0,0
2,2,2,27,0.0,0
1,2,2,44,10200.0,1
1,1,2,29,0.0,0
1,3,1,72,41324.0,1
1,2,1,48,18124.0,1
2,1,2,27,41926.0,1
1,2,1,44,172907.0,0
2,3,1,39,0.0,0
1,1,1,40,7385.0,0
2,1,1,45,15586.0,0
1,1,2,26,8545.0,0
1,1,1,34,0.0,0
1,1,1,43,0.0,1
1,2,2,30,10876.0,0
2,3,1,31,1300.0,0
2,1,2,29,58131.0,1
1,1,2,28,44167.0,0
2,2,2,31,6732.0,0
2,3,2,22,0.0,0
2,3,1,55,48155.0,0
2,2,1,39,675.0,1
2,1,2,27,-4306.0,0
2,1,2,36,288.0,1
1,1,1,40,5220.0,0
1,2,1,31,0.0,0
2,2,1,36,53784.0,0
1,2,1,42,19652.0,1
1,2,2,30,0.0,0
1,3,2,40,17371.0,0
1,2,1,51,15544.0,0
2,2,3,51,0.0,0
1,3,2,32,8976.0,0
2,1,2,36,0.0,0
1,1,1,37,3596.0,0
1,2,2,49,101392.0,1
1,1,2,31,1424.0,0
2,1,1,50,83687.0,0
1,2,1,40,102423.0,0
2,2,2,24,28473.0,0
2,2,2,31,0.0,1
2,2,2,29,0.0,0
1,1,2,24,50925.0,0
1,1,1,44,0.0,0
2,2,2,30,11951.0,0
2,1,1,61,1443.0,0
2,2,1,28,93237.0,0
1,1,2,22,0.0,0
1,2,2,23,31150.0,0
1,3,1,46,0.0,1
2,1,2,24,96112.0,0
2,2,2,54,2168.0,0
2,1,2,27,0.0,0
2,2,2,53,136486.0,0
2,2,2,25,80288.0,1
1,3,1,47,3699.0,0
1,2,1,35,19386.0,1
2,3,1,45,396.0,0
1,1,2,25,930.0,0
1,1,2,31,8339.0,0
2,3,1,51,38040.0,0
2,1,1,40,28160.0,0
2,1,2,30,19339.0,1
2,1,2,29,210000.0,0
2,1,2,24,38187.0,0
1,3,2,32,15049.0,1
1,1,2,35,120937.0,0
2,2,1,29,79072.0,0
2,1,2,36,576.0,0
2,1,1,40,3244.0,0
2,1,2,30,52588.0,1
1,2,1,64,0.0,0
1,3,1,33,178651.0,1
2,1,1,38,135242.0,0
2,1,2,26,568.0,0
2,2,1,26,19447.0,0
1,1,2,29,98363.0,0
1,1,2,37,9955.0,1
2,2,1,45,0.0,0
2,3,1,40,7979.0,1
2,1,2,36,136481.0,0
1,1,2,27,67882.0,0
1,2,1,44,49054.0,1
2,1,2,27,2067.0,0
1,2,2,29,121547.0,0
2,1,2,26,20777.0,0
2,3,1,54,49043.0,0
2,2,1,42,29682.0,1
2,3,2,42,780.0,0
1,2,1,41,37169.0,0
2,1,1,31,0.0,1
2,2,2,33,0.0,1
2,3,1,33,43495.0,0
1,1,2,27,10007.0,0
2,2,1,36,0.0,0
1,2,2,37,0.0,0
2,2,2,29,68693.0,1
1,1,2,41,340728.0,0
2,2,2,23,16209.0,1
1,2,2,25,3470.0,0
1,1,1,54,86993.0,1
1,1,2,33,0.0,0
2,1,2,29,1841.0,0
1,1,2,32,1480.0,0
1,2,2,29,12575.0,0
2,1,2,22,10075.0,0
2,2,2,29,0.0,0
2,2,1,31,65710.0,0
2,2,2,24,39133.0,0
2,1,2,27,87813.0,0
2,2,1,40,81483.0,0
1,2,2,38,1050.0,1
2,2,1,38,41404.0,0
2,2,1,29,27059.0,0
1,2,2,27,20287.0,0
1,3,1,34,9106.0,0
1,1,2,34,0.0,0
2,1,2,32,0.0,0
2,2,1,36,25661.0,0
1,2,2,26,0.0,0
2,1,1,33,13475.0,0
1,1,1,53,0.0,0
1,2,2,27,0.0,0
1,1,2,33,-196.0,0
2,1,2,26,23155.0,0
2,1,2,27,27554.0,1
2,1,2,24,11285.0,1
2,2,2,26,10702.0,0
1,1,2,27,1665.0,0
2,2,1,46,1050.0,1
1,2,1,56,2941.0,0
2,3,1,56,29506.0,0
2,3,1,26,0.0,0
1,2,2,25,8593.0,1
2,1,2,28,1539.0,0
2,2,1,37,18023.0,1
2,1,1,47,5180.0,0
1,3,1,43,40231.0,1
1,2,2,26,7654.0,0
1,3,1,48,25993.0,0
1,1,1,41,-3.0,0
2,3,1,48,25481.0,0
1,2,1,28,68336.0,0
2,1,2,22,90.0,0
1,2,1,34,45933.0,0
1,2,1,60,11248.0,1
2,2,1,25,26905.0,1
2,2,2,27,117635.0,0
2,1,2,25,0.0,0
1,2,2,26,47092.0,0
2,1,1,44,558.0,0
2,1,2,26,15810.0,0
2,1,2,33,38488.0,0
2,1,2,29,12849.0,0
2,3,2,37,776.0,1
1,1,2,34,-11060.0,0
1,2,1,33,186529.0,0
2,1,2,27,64034.0,0
2,1,1,36,14106.0,0
1,3,2,28,132208.0,0
2,2,1,35,380.0,1
1,3,1,47,671.0,0
2,3,1,31,199.0,0
2,1,2,31,4500.0,0
1,1,2,31,2546.0,1
1,2,1,30,46963.0,0
2,2,1,58,99319.0,0
2,2,2,27,26908.0,0
1,2,2,35,66277.0,0
2,1,2,46,6258.0,0
1,2,2,36,8353.0,0
1,2,2,53,20221.0,0
1,2,2,39,62813.0,1
2,2,2,27,144685.0,0
2,2,2,37,75639.0,0
1,1,2,23,30423.0,0
1,1,1,40,4899.0,0
2,2,1,44,2194.0,0
2,1,1,32,19080.0,0
2,1,2,41,0.0,0
1,1,1,54,930.0,1
2,1,2,29,20221.0,0
2,3,1,61,16617.0,0
2,3,2,30,151726.0,0
2,3,1,23,29873.0,0
2,2,2,30,0.0,0
2,2,1,35,221780.0,1
1,3,1,32,19478.0,0
2,2,1,39,13313.0,0
1,2,2,24,-3650.0,0
1,3,1,38,780.0,1
1,6,2,32,34874.0,0
1,1,2,32,362132.0,0
1,3,2,24,28648.0,0
2,1,1,35,2731.0,0
2,2,2,37,17581.0,1
2,1,2,22,6799.0,0
2,2,1,40,47998.0,1
2,2,2,36,62256.0,0
2,3,1,51,155041.0,1
2,2,1,31,28712.0,0
2,1,2,39,0.0,1
2,2,2,40,53895.0,0
1,1,2,41,18718.0,1
1,1,2,48,0.0,0
2,3,1,39,0.0,1
1,2,3,53,18184.0,0
1,2,2,26,29695.0,1
1,1,2,30,-16586.0,0
1,1,2,28,-1184.0,1
1,1,1,43,0.0,0
2,1,2,30,244026.0,0
2,1,2,33,50534.0,0
2,1,2,27,11070.0,0
1,3,2,45,73423.0,0
2,2,1,54,0.0,0
2,1,2,34,946.0,0
1,2,2,30,167051.0,0
1,2,2,32,30435.0,0
1,1,1,39,39585.0,0
2,2,2,24,6345.0,0
1,2,2,35,6815.0,1
1,1,1,46,391336.0,0
2,2,2,24,17399.0,0
2,2,2,35,3281.0,0
2,2,2,23,27789.0,0
2,1,2,29,0.0,0
1,2,1,46,-105.0,0
2,3,1,41,51063.0,1
2,2,1,23,37288.0,1
2,2,1,31,540.0,0
2,1,2,26,45420.0,0
2,3,2,32,82168.0,0
2,2,2,22,0.0,0
1,2,1,34,430.0,1
2,2,1,32,107495.0,0
1,2,1,38,16651.0,0
1,2,1,29,69898.0,0
2,1,1,31,4064.0,0
2,2,2,47,18252.0,1
2,3,1,40,49488.0,0
2,2,1,34,45110.0,1
1,1,2,25,33083.0,0
2,3,2,65,7849.0,0
2,1,2,28,712.0,1
1,2,2,33,0.0,0
1,1,2,31,138218.0,0
2,2,1,41,6378.0,0
2,2,1,32,89347.0,0
